EmpID,Gender,Age,MaritalStatus,JobLevel,Experience,Dept,EmpType,WLB,WorkEnv,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteMode,NumCompanies,TeamSize,NumReports,EduLevel,haveOT,TrainingHoursPerYear,JobSatisfaction,Workload_Stress,Workload_SleepHours,Stress_SleepHours,Workload_Bin,CommuteDistance_Encoded,Workload_Stress_Ratio,Stress_SleepHours_Ratio,Total_Workload,CommuteDistance_-1.362887592126172,CommuteDistance_-1.2440767861843371,CommuteDistance_-1.1252659802425022,CommuteDistance_-1.0064551743006673,CommuteDistance_-0.8876443683588325,CommuteDistance_-0.7688335624169976,CommuteDistance_-0.6500227564751627,CommuteDistance_-0.5312119505333278,CommuteDistance_-0.41240114459149296,CommuteDistance_-0.2935903386496581,CommuteDistance_-0.1747795327078232,CommuteDistance_-0.05596872676598833,CommuteDistance_0.06284207917584655,CommuteDistance_0.18165288511768143,CommuteDistance_0.3004636910595163,CommuteDistance_0.41927449700135117,CommuteDistance_0.538085302943186,CommuteDistance_0.6568961088850209,CommuteDistance_0.7757069148268558,CommuteDistance_0.8945177207686907,CommuteDistance_1.0133285267105256,CommuteDistance_1.1321393326523606,CommuteDistance_1.2509501385941952,CommuteDistance_1.3697609445360301,CommuteDistance_1.488571750477865,CommuteDistance_1.6073825564197,CommuteDistance_1.7261933623615349,CommuteDistance_1.8450041683033698
1986.0,Male,28.0,Single,Mid,6.0,Legal,Part-Time,1.0,1.0,3.2,-1.4045562354238255,0.2470207114458593,0.39146451203286775,Car,2.0,15.0,0.0,Bachelor,False,33.0,4.0,2.0,7.4,14.8,Very Low,0.04661157024793389,-5.685985687259601,0.6310168692739696,-0.7660710119450984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991.0,Female,27.0,Single,Junior,5.0,HR,Full-Time,3.0,3.0,1.9,-0.6899947466654884,-0.6929008635525359,-0.805483077825044,Bike,1.0,10.0,0.0,Bachelor,True,22.5,4.0,2.0,12.4,6.2,Very Low,0.05024793388429752,0.995805870588266,0.8602301941385645,-2.1883786880430685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996.0,Female,24.0,Single,Junior,2.0,HR,Full-Time,4.0,3.0,1.9,0.7391282308511856,-0.6929008635525359,0.5909557770091857,Bike,0.0,6.0,0.0,Bachelor,False,21.0,4.0,4.0,30.4,7.6,Very Low,0.039008264462809916,-1.0667157032080397,-1.1725088227189915,0.6371831443078354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003.0,Female,23.0,Single,Intern/Fresher,1.0,Sales,Part-Time,3.0,4.0,2.1,0.7391282308511856,1.1869422864442545,-0.5062461803605663,Car,0.0,26.0,0.0,Bachelor,False,10.5,4.0,12.0,26.0,19.5,Very Low,0.03371900826446281,0.6227162336954813,-2.344595050462341,1.4198243369348735,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,Male,26.0,Single,Junior,4.0,Sales,Full-Time,5.0,1.0,1.2,-0.6899947466654884,0.2470207114458593,0.8901926744736642,Bike,1.0,7.0,0.0,Bachelor,False,22.0,4.0,4.0,15.8,15.8,Very Low,0.0456198347107438,-2.7932667663110147,0.27749128728162314,0.4472186392540351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012.0,Male,48.0,Single,Senior,3.0,Operations,Full-Time,5.0,2.0,4.0,0.7391282308511856,-0.6929008635525359,-0.7057374453368851,Car,8.0,23.0,2.0,Bachelor,False,41.5,4.0,4.0,25.2,6.3,Very Low,0.02809917355371901,-1.0667157032080397,0.9818111099427201,-0.6595100780382354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.0,Male,24.0,Single,Junior,2.0,Sales,Part-Time,5.0,2.0,1.3,0.024566742092848568,1.1869422864442545,0.6907014094973455,Motorbike,0.0,6.0,0.0,Bachelor,False,21.0,4.0,9.0,23.1,23.1,Very Low,0.033388429752066115,0.020697503452965785,1.7184593348225343,1.9022104380344484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,Female,40.0,Married,Mid,14.0,Operations,Full-Time,5.0,2.0,1.8,-0.6899947466654884,-0.6929008635525359,-0.40650054787240736,Motorbike,6.0,13.0,0.0,Bachelor,False,37.0,4.0,2.0,13.2,6.6,Very Low,0.05024793388429752,0.995805870588266,1.7045508767052755,-1.7893961580904316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019.0,Female,27.0,Married,Mid,5.0,Marketing,Contract,5.0,2.0,2.1,0.7391282308511856,-0.6929008635525359,1.1894295719381411,Public Transport,1.0,13.0,0.0,Bachelor,False,32.5,4.0,4.0,32.8,8.2,Very Low,0.04033057851239669,-1.0667157032080397,-0.5825488783172971,1.2356569392367909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024.0,Female,28.0,Single,Junior,17.0,Operations,Full-Time,5.0,3.0,0.1,-1.4045562354238255,0.2470207114458593,-0.10726365040792876,Public Transport,2.0,5.0,0.0,Bachelor,False,21.0,4.0,2.0,6.9,13.8,Very Low,0.031074380165289257,-5.685985687259601,-2.302930329234164,-1.2647991743858948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2031.0,Male,46.0,Married,Mid,17.0,Legal,Part-Time,4.0,2.0,1.7,-0.6899947466654884,1.1869422864442545,0.09222761456838913,Public Transport,8.0,12.0,0.0,Bachelor,False,38.5,4.0,6.0,14.2,21.299999999999997,Very Low,0.031074380165289257,-0.5813212267895498,12.869705880708871,0.5891751543471552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2036.0,Male,42.0,Single,Mid,12.0,Finance,Full-Time,4.0,2.0,3.3,0.7391282308511856,-0.6929008635525359,0.4912101445210267,Car,6.0,13.0,0.0,Bachelor,False,36.0,4.0,4.0,30.0,7.5,Very Low,0.02809917355371901,-1.0667157032080397,-1.4105996585587128,0.5374375118196764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2040.0,Male,35.0,Single,Mid,6.0,IT,Full-Time,2.0,3.0,2.0,-0.6899947466654884,-0.6929008635525359,0.5909557770091857,Car,4.0,13.0,0.0,Bachelor,True,33.0,4.0,2.0,15.2,7.6,Very Low,0.024793388429752067,0.995805870588266,-1.1725088227189915,-0.7919398332088387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2045.0,Female,40.0,Divorced,Mid,8.0,Finance,Contract,4.0,4.0,4.0,0.7391282308511856,-0.6929008635525359,-0.00751801791976982,Walk,6.0,13.0,0.0,Bachelor,False,34.0,4.0,4.0,28.0,7.0,Very Low,0.06512396694214877,-1.0667157032080397,92.16537697999095,0.03870934937887992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047.0,Male,28.0,Single,Junior,1.0,Customer Service,Full-Time,2.0,4.0,2.0,-1.4045562354238255,-0.6929008635525359,0.19197324705654895,Public Transport,2.0,7.0,0.0,Bachelor,False,20.5,4.0,1.0,7.2,7.2,Very Low,0.031074380165289257,2.0270666574864187,-3.6093615676515007,-1.9054838519198123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2048.0,Male,25.0,Married,Junior,3.0,Operations,Part-Time,5.0,4.0,2.1,0.7391282308511856,2.12686386144265,-1.2044656077776816,Car,1.0,8.0,0.0,Bachelor,False,21.5,4.0,16.0,23.2,23.2,Very Low,0.029421487603305783,0.34752023573446555,-1.7658153536925552,1.661526484516154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050.0,Female,22.0,Single,Junior,0.0,IT,Part-Time,4.0,2.0,1.2,-1.4045562354238255,0.2470207114458593,-1.703193770218478,Walk,0.0,9.0,0.0,Bachelor,True,20.0,4.0,2.0,5.3,10.6,Very Low,0.06380165289256198,-5.685985687259601,-0.1450338275716018,-2.860729294196444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052.0,Male,22.0,Single,Junior,0.0,Finance,Contract,3.0,1.0,0.5,-0.6899947466654884,0.2470207114458593,0.2917188795447079,Walk,0.0,10.0,0.0,Bachelor,False,20.0,4.0,4.0,14.6,14.6,Very Low,0.06512396694214877,-2.7932667663110147,0.846776564426044,-0.15125515567492126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053.0,Male,23.0,Single,Intern/Fresher,1.0,IT,Full-Time,5.0,3.0,0.9,0.7391282308511856,-0.6929008635525359,0.6907014094973455,Public Transport,0.0,27.0,0.0,Bachelor,True,10.5,4.0,4.0,30.8,7.7,Very Low,0.021487603305785124,-1.0667157032080397,-1.0031843760875003,0.7369287767959952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2054.0,Female,42.0,Married,Senior,17.0,Marketing,Full-Time,3.0,2.0,3.1,-0.6899947466654884,-0.6929008635525359,1.2891752044263018,Car,6.0,24.0,2.0,Bachelor,False,48.5,4.0,2.0,16.6,8.3,Very Low,0.02809917355371901,0.995805870588266,-0.5374761014918905,-0.09372040579172247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2055.0,Other,24.0,Single,Senior,29.0,Operations,Full-Time,5.0,4.0,0.9,1.4536897196095226,-0.6929008635525359,-0.40650054787240736,Car,10.0,22.0,3.0,Bachelor,False,54.5,4.0,5.0,33.0,6.6,Very Low,0.04363636363636364,-2.0979764901061926,1.7045508767052755,0.3542883081845794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058.0,Male,24.0,Single,Mid,2.0,Operations,Full-Time,1.0,2.0,3.4,0.7391282308511856,-0.6929008635525359,1.2891752044263018,Motorbike,0.0,11.0,0.0,Bachelor,False,31.0,4.0,4.0,33.2,8.3,Very Low,0.031735537190082645,-1.0667157032080397,-0.5374761014918905,1.3354025717249516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061.0,Female,28.0,Single,Mid,6.0,Marketing,Full-Time,3.0,2.0,0.5,-1.4045562354238255,-0.6929008635525359,0.7904470419855044,Car,2.0,14.0,0.0,Bachelor,False,33.0,4.0,1.0,7.8,7.8,Very Low,0.030413223140495868,2.0270666574864187,-0.8765936563383951,-1.307010056990857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2064.0,Female,45.0,Married,Senior,2.0,Customer Service,Full-Time,4.0,4.0,0.7,-1.4045562354238255,1.1869422864442545,-1.5037025052421593,Public Transport,7.0,23.0,9.0,Bachelor,False,41.0,4.0,3.0,5.5,16.5,Very Low,0.030413223140495868,-1.1833399570320653,-0.7893464851562866,-1.7213164542217303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2066.0,Male,34.0,Single,Mid,12.0,IT,Part-Time,3.0,4.0,2.8,-1.4045562354238255,-0.6929008635525359,-0.6059918128487253,Bike,4.0,13.0,0.0,Bachelor,True,36.0,4.0,1.0,6.4,6.4,Very Low,0.05024793388429752,2.0270666574864187,1.1434162145502815,-2.7034489118250864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067.0,Female,41.0,Married,Mid,12.0,Customer Service,Full-Time,1.0,3.0,2.7,-1.4045562354238255,-0.6929008635525359,-2.1021763001711147,Car,6.0,11.0,0.0,Bachelor,False,36.0,4.0,1.0,4.9,4.9,Very Low,0.031735537190082645,2.0270666574864187,0.3296112052189656,-4.199633399147476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069.0,Male,27.0,Single,Junior,5.0,HR,Part-Time,5.0,2.0,1.8,-0.6899947466654884,-0.6929008635525359,-0.805483077825044,Bike,1.0,6.0,0.0,Bachelor,False,22.5,4.0,2.0,12.4,6.2,Very Low,0.06512396694214877,0.995805870588266,0.8602301941385645,-2.1883786880430685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071.0,Male,30.0,Single,Senior,3.0,Finance,Part-Time,3.0,4.0,2.3,-0.6899947466654884,-0.6929008635525359,-1.5037025052421593,Bike,2.0,18.0,0.0,Bachelor,True,41.5,4.0,2.0,11.0,5.5,Very Low,0.06380165289256198,0.995805870588266,0.4607965083503976,-2.886598115460184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076.0,Male,39.0,Married,Mid,17.0,Marketing,Full-Time,5.0,2.0,1.1,-1.4045562354238255,0.2470207114458593,0.19197324705654895,Car,5.0,22.0,0.0,Bachelor,False,38.5,4.0,2.0,7.2,14.4,Very Low,0.04033057851239669,-5.685985687259601,1.2867454916067014,-0.9655622769214172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077.0,Male,37.0,Married,Senior,15.0,Customer Service,Full-Time,2.0,2.0,2.5,-0.6899947466654884,-0.6929008635525359,-0.2070092828960886,Car,5.0,22.0,2.0,Bachelor,False,47.5,4.0,2.0,13.6,6.8,Very Low,0.0456198347107438,0.995805870588266,3.347197078343317,-1.5899048931141129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082.0,Female,36.0,Married,Mid,14.0,HR,Part-Time,2.0,2.0,2.8,0.024566742092848568,-0.6929008635525359,-0.40650054787240736,Car,4.0,12.0,0.0,Bachelor,False,37.0,4.0,3.0,19.799999999999997,6.6,Very Low,0.0456198347107438,-0.03545491630988684,1.7045508767052755,-1.0748346693320947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085.0,Male,24.0,Single,Junior,2.0,Customer Service,Part-Time,4.0,5.0,2.1,1.4536897196095226,1.1869422864442545,0.8901926744736642,Walk,0.0,10.0,0.0,Bachelor,False,21.0,4.0,15.0,39.5,23.700000000000003,Very Low,0.06512396694214877,1.224734963937997,1.3333543615293084,3.5308246805274415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092.0,Male,39.0,Single,Mid,1.0,IT,Full-Time,3.0,5.0,2.4,0.024566742092848568,-0.6929008635525359,-0.6059918128487253,Car,5.0,11.0,0.0,Bachelor,True,30.5,4.0,3.0,19.200000000000003,6.4,Very Low,0.029421487603305783,-0.03545491630988684,1.1434162145502815,-1.2743259343084126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095.0,Female,37.0,Single,Mid,12.0,Legal,Full-Time,2.0,4.0,3.4,-1.4045562354238255,2.12686386144265,0.6907014094973455,Car,5.0,13.0,0.0,Bachelor,True,36.0,4.0,4.0,7.7,30.8,Very Low,0.031074380165289257,-0.6603884057772874,3.079281190277552,1.4130090355161697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2097.0,Female,27.0,Single,Mid,2.0,Customer Service,Full-Time,1.0,2.0,1.6,0.024566742092848568,-0.6929008635525359,0.5909557770091857,Car,1.0,12.0,0.0,Bachelor,False,31.0,4.0,3.0,22.799999999999997,7.6,Very Low,0.024793388429752067,-0.03545491630988684,-1.1725088227189915,-0.07737834445050162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2104.0,Male,29.0,Single,Junior,7.0,Operations,Full-Time,5.0,5.0,1.2,-1.4045562354238255,2.12686386144265,-0.6059918128487253,Walk,2.0,9.0,0.0,Bachelor,False,23.5,4.0,4.0,6.4,25.6,Very Low,0.06512396694214877,-0.6603884057772874,-3.509723761702546,0.11631581317009909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108.0,Female,23.0,Single,Junior,1.0,Marketing,Full-Time,3.0,5.0,3.5,0.024566742092848568,-0.6929008635525359,-0.40650054787240736,Car,0.0,8.0,0.0,Bachelor,False,20.5,4.0,3.0,19.799999999999997,6.6,Very Low,0.04363636363636364,-0.03545491630988684,1.7045508767052755,-1.0748346693320947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112.0,Female,35.0,Married,Senior,7.0,Finance,Part-Time,1.0,5.0,1.8,-0.6899947466654884,1.1869422864442545,0.09222761456838913,Car,4.0,21.0,7.0,Bachelor,False,43.5,4.0,6.0,14.2,21.299999999999997,Very Low,0.02809917355371901,-0.5813212267895498,12.869705880708871,0.5891751543471552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2113.0,Other,22.0,Single,Intern/Fresher,0.0,Finance,Full-Time,1.0,5.0,1.2,-0.6899947466654884,-0.6929008635525359,-0.805483077825044,Car,0.0,23.0,0.0,Bachelor,True,10.0,4.0,2.0,12.4,6.2,Very Low,0.031735537190082645,0.995805870588266,0.8602301941385645,-2.1883786880430685,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121.0,Male,23.0,Single,Junior,1.0,IT,Part-Time,3.0,1.0,1.9,-0.6899947466654884,0.2470207114458593,0.9899383069618232,Car,0.0,9.0,0.0,Bachelor,False,20.5,4.0,4.0,16.0,16.0,Very Low,0.03272727272727273,-2.7932667663110147,0.2495314197451844,0.5469642717421941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2127.0,Female,26.0,Single,Mid,4.0,Finance,Full-Time,3.0,2.0,2.0,0.024566742092848568,-0.6929008635525359,1.0896839394499822,Bike,1.0,12.0,0.0,Bachelor,False,32.0,4.0,3.0,24.299999999999997,8.1,Very Low,0.06380165289256198,-0.03545491630988684,-0.6358732452883579,0.4213498179902949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128.0,Female,42.0,Married,Mid,20.0,Finance,Full-Time,1.0,3.0,3.4,0.024566742092848568,-0.6929008635525359,0.2917188795447079,Public Transport,6.0,11.0,0.0,Bachelor,False,40.0,4.0,3.0,21.9,7.3,Very Low,0.02909090909090909,-0.03545491630988684,-2.3752348914089025,-0.3766152419149794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2130.0,Male,39.0,Single,Mid,17.0,IT,Contract,5.0,4.0,0.0,1.4536897196095226,0.2470207114458593,0.2917188795447079,Car,5.0,13.0,0.0,Bachelor,True,38.5,4.0,10.0,36.5,14.6,Very Low,0.033388429752066115,5.884889996534743,0.846776564426044,1.9924293106000899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2131.0,Male,28.0,Single,Junior,6.0,IT,Full-Time,3.0,5.0,2.3,0.7391282308511856,-0.6929008635525359,0.9899383069618232,Car,2.0,8.0,0.0,Bachelor,True,23.0,4.0,4.0,32.0,8.0,Very Low,0.03239669421487603,-1.0667157032080397,-0.6999434792852339,1.0361656742604728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2137.0,Male,24.0,Single,Mid,2.0,Operations,Part-Time,4.0,5.0,2.1,0.7391282308511856,-0.6929008635525359,-0.2070092828960886,Public Transport,0.0,12.0,0.0,Bachelor,True,31.0,4.0,4.0,27.2,6.8,Very Low,0.02809917355371901,-1.0667157032080397,3.347197078343317,-0.16078191559743887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2140.0,Female,23.0,Single,Intern/Fresher,1.0,Marketing,Full-Time,2.0,2.0,3.1,-0.6899947466654884,-0.6929008635525359,-0.2070092828960886,Public Transport,0.0,30.0,0.0,Bachelor,False,10.5,4.0,2.0,13.6,6.8,Very Low,0.028429752066115702,0.995805870588266,3.347197078343317,-1.5899048931141129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2157.0,Female,30.0,Married,Mid,8.0,IT,Part-Time,5.0,4.0,2.7,-0.6899947466654884,1.1869422864442545,2.386377161796054,Walk,2.0,15.0,0.0,Bachelor,True,34.0,4.0,6.0,18.8,28.200000000000003,Very Low,0.06380165289256198,-0.5813212267895498,0.4973825198082042,2.88332470157482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160.0,Male,40.0,Married,Mid,11.0,IT,Part-Time,2.0,4.0,2.1,-0.6899947466654884,-0.6929008635525359,-0.10726365040792876,Public Transport,6.0,14.0,0.0,Bachelor,True,35.5,4.0,2.0,13.8,6.9,Very Low,0.027107438016528925,0.995805870588266,6.45979199269457,-1.490159260625953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2162.0,Male,30.0,Single,Mid,8.0,IT,Full-Time,4.0,2.0,1.5,0.024566742092848568,0.2470207114458593,0.5909557770091857,Car,2.0,15.0,0.0,Bachelor,True,34.0,4.0,6.0,22.799999999999997,15.2,Very Low,0.04661157024793389,0.09945215463757104,0.4180020242428693,0.8625432305478935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174.0,Female,54.0,Married,Senior,21.0,Finance,Full-Time,5.0,5.0,1.3,-0.6899947466654884,3.066785436441045,1.3889208369144608,Car,10.0,20.0,7.0,Bachelor,False,50.5,4.0,10.0,16.8,42.0,Very Low,0.021487603305785124,-0.22498957319988666,2.208034722155935,3.7657115266900174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2175.0,Male,39.0,Divorced,Mid,13.0,Sales,Contract,2.0,3.0,3.0,0.7391282308511856,-0.6929008635525359,1.4886664694026197,Walk,5.0,11.0,0.0,Bachelor,False,36.5,4.0,4.0,34.0,8.5,Very Low,0.06512396694214877,-1.0667157032080397,-0.46545070862322585,1.5348938367012694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181.0,Male,22.0,Single,Mid,8.0,Customer Service,Part-Time,5.0,1.0,4.4,0.024566742092848568,-0.6929008635525359,0.39146451203286775,Public Transport,2.0,12.0,0.0,Bachelor,False,34.0,4.0,3.0,22.200000000000003,7.4,Very Low,0.04661157024793389,-0.03545491630988684,-1.77002216161126,-0.27686960942681954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182.0,Female,22.0,Single,Junior,0.0,IT,Full-Time,4.0,3.0,2.7,0.024566742092848568,0.2470207114458593,0.5909557770091857,Public Transport,0.0,9.0,0.0,Bachelor,True,20.0,4.0,6.0,22.799999999999997,15.2,Very Low,0.02909090909090909,0.09945215463757104,0.4180020242428693,0.8625432305478935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2184.0,Female,31.0,Married,Mid,9.0,Finance,Part-Time,4.0,2.0,2.3,0.024566742092848568,1.1869422864442545,0.4912101445210267,Bike,3.0,10.0,0.0,Bachelor,False,34.5,4.0,9.0,22.5,22.5,Very Low,0.039008264462809916,0.020697503452965785,2.4163635406700825,1.7027191730581297,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185.0,Male,28.0,Single,Junior,6.0,Finance,Part-Time,3.0,4.0,2.1,1.4536897196095226,-0.6929008635525359,-1.0049743428013629,Public Transport,2.0,5.0,0.0,Bachelor,False,23.0,4.0,5.0,30.0,6.0,Very Low,0.03371900826446281,-2.0979764901061926,0.689471198150739,-0.24418548674437612,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188.0,Male,29.0,Married,Junior,5.0,Customer Service,Full-Time,3.0,3.0,2.1,1.4536897196095226,-0.6929008635525359,0.8901926744736642,Walk,2.0,9.0,0.0,Bachelor,False,22.5,4.0,5.0,39.5,7.9,Very Low,0.06380165289256198,-2.0979764901061926,-0.7783717869660621,1.650981530530651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189.0,Other,30.0,Single,Mid,2.0,Marketing,Full-Time,5.0,2.0,1.7,1.4536897196095226,-0.6929008635525359,0.6907014094973455,Car,2.0,13.0,0.0,Bachelor,True,31.0,4.0,5.0,38.5,7.7,Very Low,0.03272727272727273,-2.0979764901061926,-1.0031843760875003,1.4514902655543322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2191.0,Female,29.0,Single,Mid,7.0,Sales,Full-Time,3.0,5.0,1.5,-0.6899947466654884,0.2470207114458593,0.2917188795447079,Walk,2.0,14.0,3.0,Bachelor,True,33.5,4.0,4.0,14.6,14.6,Very Low,0.06512396694214877,-2.7932667663110147,0.846776564426044,-0.15125515567492126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202.0,Female,51.0,Married,Senior,7.0,Finance,Full-Time,4.0,3.0,1.5,-1.4045562354238255,2.12686386144265,0.19197324705654895,Car,9.0,16.0,3.0,Bachelor,False,43.5,4.0,4.0,7.2,28.8,Very Low,0.05024793388429752,-0.6603884057772874,11.078959610123107,0.9142808730753733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204.0,Male,24.0,Single,Mid,2.0,Operations,Full-Time,2.0,4.0,1.6,0.7391282308511856,-0.6929008635525359,-1.6034481377303182,Public Transport,0.0,12.0,0.0,Bachelor,False,31.0,4.0,4.0,21.6,5.4,Very Low,0.0456198347107438,-1.0667157032080397,0.43213175885156424,-1.5572207704316685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214.0,Female,47.0,Divorced,Mid,2.0,Operations,Full-Time,2.0,1.0,1.0,-0.6899947466654884,1.1869422864442545,1.0896839394499822,Bike,8.0,10.0,0.0,Bachelor,False,31.0,4.0,6.0,16.2,24.299999999999997,Very Low,0.0456198347107438,-0.5813212267895498,1.0892537206284876,1.5866314792287484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
