EmpID,Age,Experience,WLB,WorkEnv,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteDistance,NumCompanies,TeamSize,NumReports,EduLevel,haveOT,TrainingHoursPerYear,JobSatisfaction,Gender_Male,Gender_Other,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,JobLevel_Junior,JobLevel_Lead,JobLevel_Mid,JobLevel_Senior,Dept_Finance,Dept_HR,Dept_IT,Dept_Legal,Dept_Marketing,Dept_Operations,Dept_Sales,EmpType_Full-Time,EmpType_Part-Time,CommuteMode_Car,CommuteMode_Motorbike,CommuteMode_Public Transport,CommuteMode_Walk,Workload_Stress,Workload_SleepHours,Stress_SleepHours,PC1,PC2,PC3,PC4
527.0,39.0,17.0,4.0,2.0,1.7,5.0,1.0,6.7,9.0,5.0,11.0,0.0,Bachelor,False,38.5,4.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0,33.5,6.7,0.26212423956622494,-2.0699130431133286,0.6761974188195897,-0.24744253448596776
528.0,33.0,11.0,3.0,5.0,1.8,4.0,1.0,6.5,2.0,3.0,11.0,0.0,Bachelor,True,35.5,4.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.0,26.0,6.5,-0.4139992809379324,-1.2767767630925935,1.1135326693622039,-0.9663875627929536
531.0,27.0,3.0,2.0,5.0,0.8,3.0,1.0,8.0,19.0,1.0,10.0,0.0,Bachelor,True,21.5,4.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3.0,24.0,8.0,-0.6093955563527351,-0.8082114677606815,-1.2168332472672203,0.13611716382142752
543.0,22.0,0.0,1.0,5.0,3.6,3.0,1.0,9.0,20.0,0.0,8.0,0.0,Bachelor,False,20.0,4.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,27.0,9.0,-0.3276166771342151,-0.9956783663041645,-2.155195708849088,-0.1899880364647392
547.0,22.0,0.0,3.0,5.0,4.1,5.0,1.0,6.9,20.0,0.0,21.0,0.0,Bachelor,True,10.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5.0,34.5,6.9,0.32656993177162724,-2.121254467071189,-0.08098212504119055,0.8371983793531128
550.0,27.0,5.0,3.0,5.0,2.6,4.0,2.0,8.0,6.0,1.0,5.0,0.0,Bachelor,True,22.5,4.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,8.0,32.0,16.0,1.4822554717352734,-0.7644220548713772,-0.3431348096857299,-1.1450922563973267
552.0,38.0,4.0,4.0,3.0,4.1,3.0,1.0,8.1,6.0,5.0,14.0,0.0,Bachelor,False,38.0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,24.299999999999997,8.1,-0.5739423089644353,-0.8360379237718827,-0.6237989807911657,-1.2930292695812007
557.0,26.0,4.0,4.0,4.0,3.1,1.0,1.0,7.8,5.0,1.0,10.0,0.0,Bachelor,True,22.0,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0,7.8,7.8,-1.9685713992042297,0.8364305286392554,-0.5048041028460369,-1.3816522515433318
562.0,24.0,2.0,4.0,1.0,2.0,3.0,1.0,6.3,1.0,0.0,9.0,0.0,Bachelor,False,21.0,4.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,18.9,6.3,-1.0793671045125326,-0.5008154645387991,1.2330386134477669,-1.0471784527910495
567.0,48.0,6.0,4.0,5.0,2.0,4.0,1.0,6.1,27.0,8.0,15.0,0.0,Bachelor,False,33.0,4.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,24.4,6.1,-0.5549051774363071,-1.1628513079086271,0.1603150446722189,1.873322339313689
576.0,24.0,14.0,5.0,4.0,1.3,5.0,1.0,6.5,27.0,8.0,15.0,0.0,Bachelor,False,37.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,32.5,6.5,0.18157278976334246,-1.9984713734647266,-0.08717608055573547,1.7594846041823053
581.0,24.0,2.0,5.0,4.0,3.1,4.0,1.0,6.4,17.0,0.0,5.0,0.0,Bachelor,False,21.0,4.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,25.6,6.4,-0.454085250889352,-1.2422306699933607,0.4164407070408822,0.6763406182316153
582.0,45.0,23.0,5.0,1.0,3.2,1.0,1.0,7.3,19.0,7.0,14.0,0.0,Bachelor,True,41.5,4.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,7.3,7.3,-2.082293911013779,0.8868799682834589,-0.8039797064177978,0.32348279691495335
583.0,22.0,0.0,5.0,1.0,3.7,2.0,1.0,8.3,1.0,0.0,24.0,0.0,Bachelor,False,10.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,16.6,8.3,-1.1875506005416354,-0.04211163863387474,-0.6343888587345861,-1.9666648970263143
587.0,34.0,12.0,3.0,5.0,2.0,3.0,1.0,7.4,2.0,4.0,13.0,0.0,Bachelor,False,36.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3.0,22.200000000000003,7.4,-0.7693548002769963,-0.7070983641286676,0.20608319206369818,-1.4165547525972384
591.0,38.0,13.0,5.0,5.0,1.9,3.0,1.0,4.8,2.0,5.0,15.0,0.0,Bachelor,False,36.5,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3.0,14.399999999999999,4.8,-1.5034238507194058,-0.21788233692264886,2.5095001469209044,-0.2915061650766827
592.0,28.0,7.0,4.0,2.0,2.2,4.0,1.0,6.2,22.0,2.0,10.0,0.0,Bachelor,False,23.5,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4.0,24.8,6.2,-0.5203729170012599,-1.190466281804156,0.3330783713948826,1.2966521074295865
593.0,28.0,6.0,3.0,3.0,2.5,2.0,2.0,5.9,13.0,2.0,10.0,0.0,Bachelor,False,23.0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,11.8,11.8,-0.750315597356517,1.0388834807723637,0.8923291385668425,0.3649503083682831
596.0,35.0,13.0,3.0,2.0,2.0,2.0,1.0,4.0,24.0,4.0,15.0,4.0,Bachelor,False,46.5,4.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,8.0,4.0,-2.262916239787629,0.5535812108957043,1.9344072060811517,2.330008880222236
597.0,41.0,7.0,4.0,2.0,2.8,3.0,1.0,7.8,29.0,6.0,12.0,0.0,Bachelor,False,33.5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3.0,23.4,7.8,-0.6714161159031393,-0.7636483464642063,-1.5639759632614765,1.2887173120019373
598.0,25.0,3.0,2.0,5.0,1.8,5.0,1.0,8.2,1.0,1.0,5.0,0.0,Bachelor,False,21.5,4.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,41.0,8.2,0.7957280022299125,-2.5177003515908005,-0.2574750079684139,-1.7604601204140862
605.0,35.0,13.0,4.0,5.0,1.2,3.0,3.0,7.5,11.0,4.0,14.0,0.0,Bachelor,False,36.5,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.0,22.5,22.5,1.7787621076656852,0.9605932370837544,-0.2294396068494709,-0.4373438009975585
607.0,49.0,2.0,3.0,4.0,3.2,3.0,2.0,6.7,16.0,9.0,13.0,0.0,Bachelor,False,31.0,4.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6.0,20.1,13.4,0.23984963221766406,0.2312880433165407,0.16788368459058264,0.417018406414974
612.0,22.0,0.0,5.0,4.0,0.2,3.0,1.0,5.4,2.0,0.0,10.0,0.0,Bachelor,False,20.0,4.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3.0,16.200000000000003,5.4,-1.3340233006173112,-0.33077834320096094,1.9779423881077027,-0.5511327621968111
617.0,45.0,14.0,1.0,5.0,1.7,5.0,1.0,8.1,14.0,7.0,14.0,0.0,Bachelor,False,37.0,4.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5.0,40.5,8.1,0.7532307935219222,-2.479207069085018,-0.8488932118955398,-0.3305733714237632
619.0,26.0,4.0,5.0,4.0,2.1,2.0,2.0,6.0,23.0,1.0,9.0,0.0,Bachelor,True,22.0,4.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4.0,12.0,12.0,-0.7251794487896556,1.0377275077085255,0.2785622122797381,1.3872723926414803
620.0,35.0,5.0,2.0,5.0,3.1,5.0,2.0,7.5,9.0,4.0,15.0,0.0,Bachelor,False,32.5,4.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10.0,37.5,15.0,2.0664085849077205,-1.4562184663545608,0.09673357783675594,-0.5237175994884318
622.0,34.0,12.0,1.0,2.0,2.0,5.0,1.0,6.6,7.0,4.0,10.0,0.0,Bachelor,False,36.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5.0,33.0,6.6,0.2279575951327934,-2.0418164394131026,0.8712721682904505,-0.41664270920634466
623.0,24.0,2.0,5.0,2.0,2.3,5.0,1.0,9.0,12.0,0.0,5.0,0.0,Bachelor,False,21.0,4.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,45.0,9.0,1.0718380124555504,-2.7459387407944633,-1.5559086859359663,-0.9398876972213035
625.0,51.0,18.0,3.0,4.0,1.2,4.0,1.0,6.2,23.0,9.0,17.0,3.0,Bachelor,True,49.0,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,24.8,6.2,-0.5209282879528973,-1.1897731698837855,0.2806455078350169,1.4032579023436333
640.0,23.0,1.0,4.0,2.0,2.7,2.0,4.0,6.6,8.0,0.0,21.0,0.0,Bachelor,False,10.5,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.0,13.2,26.4,1.6249362945029175,2.552536551106488,0.6034265020053843,-0.440472514252456
643.0,27.0,5.0,2.0,4.0,2.8,4.0,1.0,8.1,8.0,1.0,5.0,0.0,Bachelor,True,22.5,4.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4.0,32.4,8.1,0.0907549841820177,-1.6590087202691912,-0.6314803692236212,-1.025012910330575
647.0,39.0,1.0,4.0,5.0,1.5,4.0,1.0,5.7,7.0,5.0,14.0,0.0,Bachelor,False,30.5,4.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,22.8,5.7,-0.6708193811110056,-1.0801158891413316,1.5665762801761904,-0.08422852971176953
648.0,24.0,2.0,2.0,4.0,3.2,2.0,3.0,8.4,9.0,0.0,6.0,0.0,Bachelor,False,21.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.0,16.8,25.200000000000003,1.2055868008593353,1.7179167838746254,-1.1261566530685159,-1.1530195064991893
652.0,56.0,21.0,4.0,4.0,1.8,2.0,1.0,6.5,5.0,11.0,20.0,6.0,Bachelor,False,50.5,4.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,13.0,6.5,-1.6345780827772558,0.20334738943130606,0.7360084005251997,-0.7680247662989973
657.0,29.0,7.0,1.0,5.0,1.9,3.0,1.0,8.9,28.0,2.0,6.0,0.0,Bachelor,False,23.5,4.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3.0,26.700000000000003,8.9,-0.3602930697643286,-0.9713174698948156,-2.4860656575258138,0.7061294223676554
662.0,37.0,7.0,4.0,3.0,1.5,2.0,1.0,7.8,15.0,5.0,20.0,2.0,Bachelor,True,43.5,4.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0,15.6,7.8,-1.3188830156504103,0.035004867246783644,-0.9295243059340254,-0.2596790595987909
666.0,38.0,1.0,1.0,3.0,2.0,2.0,1.0,6.9,12.0,5.0,11.0,0.0,Bachelor,False,30.5,4.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,13.8,6.9,-1.539619902010034,0.1542688216775217,0.017838641495195456,-0.1933879688053664
667.0,27.0,5.0,5.0,5.0,2.9,4.0,3.0,6.5,10.0,1.0,5.0,0.0,Bachelor,False,22.5,4.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12.0,26.0,19.5,2.2464956423207467,0.31055021621358236,0.9318283083876141,0.01048846364724796
670.0,34.0,12.0,3.0,5.0,2.4,2.0,1.0,6.2,12.0,4.0,22.0,9.0,Bachelor,False,46.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.0,12.4,6.2,-1.7126000125102285,0.24864693627118245,0.6323331411893477,0.10691862327785069
673.0,37.0,15.0,3.0,5.0,1.7,4.0,1.0,7.6,26.0,5.0,16.0,2.0,Bachelor,False,47.5,4.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,30.4,7.6,-0.0780187213317571,-1.5257856342341416,-1.1282669579178817,1.1120976846916095
676.0,36.0,14.0,4.0,4.0,2.8,3.0,3.0,7.3,8.0,4.0,21.0,2.0,Bachelor,False,47.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,9.0,21.9,21.9,1.700047715582311,0.9745639212892077,0.11165835207737274,-0.6672792941352714
677.0,31.0,5.0,5.0,4.0,1.8,5.0,1.0,5.3,9.0,3.0,12.0,0.0,Bachelor,False,32.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5.0,26.5,5.3,-0.23175916914765873,-1.6571534575397882,1.9391237317353907,0.3687172770220611
678.0,26.0,4.0,1.0,4.0,0.9,3.0,1.0,5.1,11.0,1.0,7.0,0.0,Bachelor,False,22.0,4.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3.0,15.299999999999999,5.1,-1.4237219142330937,-0.2680923327784707,1.7718254954755122,0.5381326905896734
1468.0,30.0,8.0,5.0,5.0,2.9,4.0,2.0,6.8,24.0,2.0,18.0,6.0,Bachelor,False,44.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,8.0,27.2,13.6,1.01945296177071,-0.5268990151592117,-0.19427411491480165,1.3075262175150926
1469.0,32.0,10.0,5.0,1.0,1.7,3.0,1.0,7.1,1.0,3.0,22.0,3.0,Bachelor,False,45.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3.0,21.299999999999997,7.1,-0.8534997043764064,-0.6513434729098817,0.5242949350301651,-1.3933472489512202
1473.0,22.0,0.0,3.0,5.0,0.1,1.0,2.0,7.7,1.0,0.0,25.0,0.0,Bachelor,True,10.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.0,7.7,15.4,-0.972765984800326,1.683310644461647,-0.22864488057309798,-1.7800008525153712
1478.0,32.0,10.0,5.0,3.0,1.6,2.0,1.0,6.3,24.0,3.0,12.0,0.0,Bachelor,False,35.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2.0,12.6,6.3,-1.6945530195727048,0.2434816915165335,-0.08464615005677682,1.3432872205202375
1482.0,23.0,1.0,5.0,2.0,0.9,1.0,2.0,7.5,16.0,0.0,9.0,0.0,Bachelor,False,20.5,4.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2.0,7.5,15.0,-1.0354323039216629,1.6992146813077076,-0.837877315143117,-0.09418251465782553
1485.0,29.0,1.0,3.0,4.0,4.6,4.0,2.0,5.5,27.0,2.0,8.0,0.0,Bachelor,False,20.5,4.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,8.0,22.0,11.0,0.5272471966777811,-0.28101873549047834,0.8321338864914878,2.2055339481717766
1487.0,35.0,13.0,3.0,5.0,2.9,3.0,2.0,6.3,25.0,4.0,13.0,0.0,Bachelor,True,36.5,4.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6.0,18.9,12.6,0.09800393868061152,0.2912080726592103,0.05697320040343837,1.5528946512858641
1488.0,22.0,0.0,4.0,3.0,2.9,1.0,1.0,8.3,5.0,0.0,25.0,0.0,Bachelor,True,10.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.0,8.3,8.3,-1.8626240807176024,0.7956846558802381,-0.9396885891123966,-1.5943061712049642
1489.0,29.0,1.0,4.0,2.0,2.1,3.0,1.0,7.1,24.0,2.0,5.0,0.0,Bachelor,False,20.5,4.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,21.299999999999997,7.1,-0.8662732362640633,-0.6354018987413612,-0.6816609268467463,1.0585860340718534
1491.0,24.0,2.0,2.0,1.0,2.8,2.0,2.0,9.1,4.0,0.0,9.0,0.0,Bachelor,True,21.0,4.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,18.2,18.2,0.23675819987171143,0.7738585209276574,-1.4978003914246845,-1.994049521610774
1493.0,53.0,5.0,5.0,4.0,2.6,5.0,2.0,5.9,29.0,10.0,19.0,4.0,Bachelor,False,42.5,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10.0,29.5,11.8,1.3952083648706632,-1.0569589157965003,0.517874458828883,2.3259397107735005
1494.0,38.0,2.0,5.0,4.0,1.8,3.0,1.0,6.6,13.0,5.0,12.0,0.0,Bachelor,False,31.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3.0,19.799999999999997,6.6,-1.001331280881132,-0.5489461246335097,0.3380653713227776,0.10227778761744659
1499.0,45.0,12.0,5.0,1.0,2.8,3.0,1.0,8.3,29.0,7.0,15.0,0.0,Bachelor,False,36.0,4.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,24.900000000000002,8.3,-0.5302489908180602,-0.8577283516961334,-2.0069407622724786,1.0723618144018299
1506.0,41.0,2.0,1.0,4.0,0.5,1.0,2.0,8.0,16.0,6.0,12.0,0.0,Bachelor,True,31.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2.0,8.0,16.0,-0.8995929168047176,1.685446286206448,-1.2810286122130332,-0.3110110500249377
1507.0,26.0,4.0,4.0,1.0,2.5,1.0,1.0,8.4,17.0,1.0,10.0,0.0,Bachelor,True,22.0,4.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0,8.4,8.4,-1.8480990684399237,0.79585282437288,-1.6558598490840566,-0.3575674161687304
1508.0,28.0,6.0,5.0,3.0,2.1,5.0,1.0,6.7,19.0,2.0,7.0,0.0,Bachelor,True,23.0,4.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.0,33.5,6.7,0.2565705300498524,-2.0629819239096245,0.1518687832209327,0.8186154146544992
1509.0,39.0,11.0,3.0,4.0,0.0,3.0,3.0,9.3,17.0,5.0,15.0,0.0,Bachelor,False,35.5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9.0,27.900000000000002,27.900000000000002,2.4988544264004333,0.8203017289068955,-2.1982311024338834,-0.6066460559531215
1510.0,29.0,4.0,3.0,5.0,2.4,4.0,4.0,4.6,22.0,2.0,9.0,0.0,Bachelor,False,22.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,16.0,18.4,18.4,2.6281778460910097,1.2610542275110477,2.2143736930385716,2.2285473441857064
1524.0,49.0,27.0,4.0,4.0,3.4,5.0,4.0,7.9,16.0,9.0,24.0,4.0,Bachelor,False,53.5,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,20.0,39.5,31.6,5.3195020076015425,0.19456234747579354,-0.36655622676296645,0.18809073850440977
1527.0,34.0,12.0,3.0,3.0,2.7,2.0,2.0,5.1,25.0,4.0,15.0,5.0,Bachelor,False,46.0,4.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,10.2,10.2,-1.0024989134420377,1.1118975619571525,0.9786411013560341,1.9941067662750034
1530.0,36.0,10.0,4.0,2.0,2.4,5.0,1.0,8.1,17.0,3.0,21.0,8.0,Bachelor,False,45.0,4.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,5.0,40.5,8.1,0.7515646806670104,-2.4771277333239063,-1.006191802575137,-0.010755986681623206
1531.0,36.0,13.0,2.0,3.0,1.6,2.0,2.0,9.1,1.0,4.0,21.0,5.0,Bachelor,False,47.0,4.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,18.2,18.2,0.23842431272662318,0.7717791851665462,-1.3405018007450875,-2.313866906352914
1532.0,35.0,13.0,4.0,3.0,3.3,1.0,1.0,6.3,25.0,4.0,15.0,5.0,Bachelor,False,46.5,4.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.0,6.3,6.3,-2.2975207736968573,0.9725303853237162,-0.2488079152442742,1.388425405722497
1533.0,27.0,5.0,5.0,5.0,2.8,5.0,1.0,6.3,14.0,1.0,11.0,0.0,Bachelor,True,22.5,4.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5.0,31.5,6.3,0.11823783946121465,-1.9485161733476075,0.7748691904247762,0.46163210051513126
1535.0,34.0,12.0,1.0,5.0,3.0,1.0,3.0,6.4,20.0,4.0,11.0,0.0,Bachelor,True,36.0,4.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.0,6.4,19.200000000000003,-0.399446423529637,2.5036395452538613,-0.0717313369593111,0.8056612383920785
1537.0,43.0,20.0,5.0,3.0,1.8,4.0,2.0,7.1,2.0,7.0,15.0,0.0,Bachelor,False,40.0,4.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,8.0,28.4,14.2,1.1448725809155027,-0.5984092336937358,0.6860858236901165,-1.171229811958829
1540.0,40.0,11.0,5.0,3.0,1.5,3.0,1.0,6.9,29.0,6.0,14.0,0.0,Bachelor,False,35.5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3.0,20.700000000000003,6.9,-0.9255169410562807,-0.5943043370467387,-0.7666393250416754,1.6781572076821298
1542.0,28.0,6.0,4.0,3.0,2.2,2.0,3.0,8.5,2.0,2.0,7.0,0.0,Bachelor,False,23.0,4.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6.0,17.0,25.5,1.2461426693300937,1.7103734036960407,-0.8502182609986142,-1.9438308589058824
1544.0,32.0,10.0,2.0,4.0,2.1,1.0,1.0,6.2,9.0,3.0,15.0,0.0,Bachelor,False,35.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,6.2,6.2,-2.309824302167987,0.9695897691495925,0.6770947989668487,-0.2747365289699238
1546.0,22.0,0.0,4.0,3.0,1.4,1.0,2.0,7.6,19.0,0.0,22.0,0.0,Bachelor,False,10.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.0,7.6,15.2,-1.0099305393531859,1.698540338048567,-1.0838061652366973,0.18226916301089222
1547.0,28.0,6.0,1.0,4.0,2.6,2.0,1.0,7.0,5.0,2.0,14.0,0.0,Bachelor,False,33.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2.0,14.0,7.0,-1.5110208609914026,0.13593445043583416,0.29708375788651964,-0.9825294749298668
1554.0,40.0,18.0,4.0,2.0,1.9,3.0,1.0,8.8,22.0,6.0,12.0,0.0,Bachelor,False,39.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3.0,26.400000000000002,8.8,-0.38519426907152093,-0.9566601403706531,-2.0828755163644197,0.10976575240339664
1557.0,37.0,13.0,1.0,2.0,1.4,3.0,2.0,8.3,22.0,5.0,13.0,0.0,Bachelor,False,36.5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6.0,24.900000000000002,16.6,0.7839068263971094,0.02071862660142224,-1.5906546481751993,0.3509568133213752
1564.0,30.0,8.0,4.0,3.0,1.8,2.0,1.0,5.5,13.0,2.0,18.0,6.0,Bachelor,False,44.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2.0,11.0,5.5,-1.8861354939620605,0.3437181627852137,1.194394777323634,0.5138310102751146
1566.0,29.0,7.0,4.0,3.0,2.0,2.0,1.0,7.8,1.0,2.0,6.0,0.0,Bachelor,False,23.5,4.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2.0,15.6,7.8,-1.3111078223274888,0.02530130036159727,-0.19546421609590534,-1.7521601883954447
1567.0,45.0,15.0,3.0,1.0,2.9,3.0,1.0,7.4,2.0,7.0,22.0,6.0,Bachelor,False,47.5,4.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3.0,22.200000000000003,7.4,-0.7693548002769963,-0.7070983641286676,0.20608319206369818,-1.4165547525972384
1569.0,30.0,8.0,2.0,3.0,2.8,1.0,3.0,5.4,1.0,2.0,14.0,0.0,Bachelor,False,34.0,4.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.4,16.200000000000003,-0.7203572869430553,2.4640522536538274,1.8273292864250847,-0.7778425628296236
1575.0,45.0,9.0,5.0,4.0,1.6,5.0,1.0,7.1,14.0,7.0,15.0,0.0,Bachelor,False,34.5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.0,35.5,7.1,0.4004569301548624,-2.1843787936753456,0.053197011615747074,0.10954077965340048
1580.0,40.0,18.0,1.0,3.0,0.9,2.0,1.0,5.2,20.0,6.0,13.0,0.0,Bachelor,False,39.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,10.4,5.2,-1.9641574236950328,0.3890177096250899,1.0907195179877822,1.3887743998519628
