EmpID,Gender,Age,MaritalStatus,JobLevel,Experience,Dept,EmpType,WLB,WorkEnv,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteMode,CommuteDistance,NumCompanies,TeamSize,NumReports,EduLevel,haveOT,TrainingHoursPerYear,JobSatisfaction
2408.0,Male,30.0,Single,Mid,8.0,IT,Full-Time,5.0,5.0,2.0,5.0,1.0,7.5,,29.0,2.0,12.0,0.0,Bachelor,True,34.0,4.0
2410.0,Male,32.0,Married,Mid,10.0,Operations,Full-Time,4.0,3.0,2.2,4.0,1.0,7.7,Bike,1.0,3.0,11.0,0.0,Bachelor,False,35.0,4.0
2413.0,Male,26.0,Single,Junior,4.0,Finance,Contract,5.0,3.0,2.6,2.0,3.0,7.5,Car,9.0,1.0,6.0,0.0,Bachelor,False,22.0,4.0
2416.0,Male,44.0,Divorced,Senior,11.0,IT,Full-Time,2.0,4.0,2.8,2.0,1.0,7.3,Car,6.0,7.0,24.0,2.0,Bachelor,True,45.5,4.0
2421.0,Female,22.0,Single,Junior,0.0,Customer Service,Full-Time,5.0,3.0,1.7,5.0,1.0,7.7,Car,12.0,0.0,7.0,0.0,Bachelor,False,20.0,4.0
2426.0,Male,31.0,Married,Senior,9.0,IT,Contract,2.0,5.0,1.2,1.0,1.0,7.4,Motorbike,7.0,3.0,21.0,5.0,Bachelor,True,44.5,4.0
2429.0,Male,45.0,Divorced,Mid,7.0,Legal,Full-Time,5.0,2.0,2.3,2.0,1.0,6.9,Motorbike,3.0,7.0,11.0,0.0,Bachelor,False,33.5,4.0
2432.0,Male,41.0,Married,Senior,5.0,IT,Full-Time,3.0,3.0,2.2,4.0,1.0,7.6,Car,13.0,6.0,16.0,3.0,Bachelor,True,42.5,4.0
2447.0,Other,45.0,Single,Mid,21.0,Finance,Full-Time,2.0,4.0,3.0,3.0,2.0,7.3,Car,24.0,7.0,11.0,0.0,Bachelor,False,40.5,4.0
2449.0,Male,32.0,Divorced,Mid,10.0,HR,Full-Time,1.0,5.0,2.4,2.0,1.0,7.5,Car,20.0,3.0,15.0,0.0,Bachelor,False,35.0,4.0
2450.0,Female,23.0,Single,Junior,1.0,Finance,Part-Time,3.0,5.0,2.3,5.0,1.0,8.2,Car,8.0,0.0,9.0,0.0,Bachelor,False,20.5,4.0
2462.0,Male,26.0,Single,Junior,4.0,HR,Full-Time,2.0,5.0,,1.0,2.0,6.5,Public Transport,28.0,1.0,9.0,0.0,Bachelor,False,22.0,
2464.0,Female,31.0,Single,Senior,9.0,Legal,Contract,1.0,2.0,2.3,1.0,1.0,7.4,Bike,9.0,3.0,20.0,7.0,Bachelor,False,44.5,4.0
2465.0,Female,29.0,Married,Junior,7.0,Legal,Full-Time,1.0,5.0,1.9,3.0,3.0,6.0,Walk,2.0,2.0,8.0,0.0,Bachelor,False,23.5,4.0
2474.0,Male,22.0,Single,Intern/Fresher,0.0,Operations,Full-Time,4.0,5.0,1.8,4.0,1.0,6.3,Public Transport,15.0,0.0,21.0,0.0,Bachelor,True,10.0,4.0
2475.0,Female,37.0,Single,Mid,11.0,Marketing,Part-Time,5.0,3.0,1.7,2.0,2.0,7.0,Bike,5.0,5.0,13.0,0.0,Bachelor,False,35.5,4.0
2481.0,Female,36.0,Married,Senior,11.0,Sales,Full-Time,4.0,1.0,0.3,4.0,1.0,8.1,Walk,2.0,4.0,25.0,1.0,Bachelor,False,45.5,4.0
2484.0,Male,34.0,Married,Mid,12.0,IT,Full-Time,4.0,2.0,1.5,1.0,1.0,5.7,Public Transport,21.0,4.0,12.0,0.0,Bachelor,True,36.0,4.0
2487.0,Other,26.0,Single,Mid,4.0,HR,Full-Time,4.0,2.0,2.9,3.0,2.0,6.6,Public Transport,23.0,1.0,11.0,0.0,Bachelor,False,32.0,4.0
2493.0,Male,27.0,Single,Junior,5.0,IT,Full-Time,1.0,4.0,2.3,2.0,1.0,5.6,Car,12.0,1.0,5.0,0.0,Bachelor,False,22.5,4.0
2494.0,Male,28.0,Single,Junior,6.0,Finance,Full-Time,2.0,1.0,,2.0,1.0,8.0,Car,10.0,2.0,10.0,0.0,Bachelor,False,23.0,4.0
2495.0,Female,34.0,Married,Mid,8.0,Customer Service,Full-Time,3.0,3.0,2.6,1.0,1.0,7.8,Public Transport,15.0,4.0,13.0,0.0,Bachelor,False,34.0,4.0
2502.0,Male,40.0,Married,Senior,3.0,Legal,Full-Time,5.0,2.0,2.0,2.0,1.0,7.7,Walk,1.0,6.0,24.0,7.0,Bachelor,False,41.5,4.0
2504.0,Male,35.0,Divorced,Senior,2.0,Operations,Full-Time,3.0,5.0,2.0,2.0,1.0,6.1,Car,19.0,4.0,18.0,5.0,Bachelor,False,41.0,4.0
2505.0,Female,23.0,Single,Intern/Fresher,1.0,Marketing,Full-Time,5.0,2.0,2.2,5.0,1.0,6.9,Bike,7.0,0.0,22.0,0.0,Bachelor,False,10.5,4.0
2508.0,Other,43.0,Single,Mid,4.0,Sales,Full-Time,5.0,1.0,2.5,3.0,1.0,6.6,Car,20.0,7.0,15.0,0.0,Bachelor,False,32.0,4.0
2512.0,Female,48.0,Married,Mid,24.0,IT,Full-Time,5.0,2.0,3.0,1.0,1.0,6.7,Car,19.0,8.0,13.0,0.0,Bachelor,True,42.0,4.0
2527.0,Female,28.0,Single,Junior,2.0,Finance,Part-Time,5.0,3.0,4.1,4.0,1.0,7.5,Car,26.0,2.0,6.0,0.0,Bachelor,False,21.0,4.0
2530.0,Male,51.0,Married,Senior,10.0,IT,Full-Time,3.0,5.0,2.9,3.0,1.0,6.5,Car,27.0,9.0,15.0,2.0,Bachelor,True,45.0,4.0
2534.0,Female,48.0,Married,Mid,23.0,Sales,Full-Time,5.0,1.0,2.6,1.0,1.0,6.5,Car,14.0,8.0,10.0,0.0,Bachelor,False,41.5,4.0
2536.0,Female,23.0,Single,Junior,1.0,Legal,Full-Time,5.0,5.0,1.4,5.0,1.0,5.5,Car,7.0,0.0,9.0,0.0,Bachelor,False,20.5,4.0
2541.0,Female,22.0,Single,Intern/Fresher,0.0,IT,Part-Time,5.0,3.0,1.0,5.0,1.0,8.0,Motorbike,12.0,0.0,29.0,0.0,Bachelor,True,10.0,4.0
2543.0,Other,39.0,Single,Mid,17.0,Operations,,2.0,2.0,3.4,3.0,1.0,6.4,Walk,1.0,5.0,12.0,0.0,Bachelor,False,38.5,4.0
2544.0,Male,28.0,Single,Junior,6.0,Customer Service,Full-Time,5.0,3.0,2.7,3.0,2.0,7.9,Car,14.0,2.0,10.0,0.0,Bachelor,True,23.0,4.0
2549.0,Male,49.0,Married,Mid,12.0,IT,Part-Time,5.0,2.0,2.6,4.0,1.0,8.8,Car,11.0,9.0,14.0,0.0,Bachelor,True,36.0,4.0
2550.0,Other,38.0,Single,Mid,15.0,Finance,Full-Time,3.0,2.0,4.1,4.0,1.0,8.5,Public Transport,24.0,5.0,15.0,0.0,Bachelor,False,37.5,4.0
2552.0,Female,24.0,Married,Mid,2.0,Marketing,Contract,1.0,1.0,0.9,1.0,1.0,6.4,Public Transport,12.0,0.0,12.0,0.0,Bachelor,False,31.0,4.0
2556.0,Male,47.0,Married,Mid,7.0,Operations,,4.0,2.0,3.6,4.0,1.0,6.0,Motorbike,15.0,8.0,10.0,0.0,Bachelor,False,33.5,4.0
,Female,23.0,Single,Intern/Fresher,1.0,Operations,Full-Time,5.0,5.0,2.2,3.0,1.0,5.3,Motorbike,7.0,0.0,29.0,0.0,Bachelor,False,10.5,4.0
2561.0,Male,27.0,Single,Junior,5.0,IT,Full-Time,5.0,5.0,2.6,5.0,1.0,5.9,Public Transport,14.0,1.0,5.0,0.0,Bachelor,False,22.5,4.0
2562.0,Female,29.0,Single,Junior,4.0,Marketing,Full-Time,2.0,5.0,2.7,2.0,1.0,7.8,Walk,1.0,2.0,10.0,0.0,Bachelor,False,22.0,4.0
2569.0,Other,35.0,Single,Senior,2.0,Operations,Part-Time,1.0,3.0,2.8,1.0,4.0,9.1,Car,17.0,4.0,22.0,7.0,Bachelor,False,41.0,4.0
2579.0,Male,36.0,Single,Mid,3.0,HR,Part-Time,5.0,3.0,2.0,3.0,3.0,4.9,Car,12.0,4.0,10.0,0.0,Bachelor,False,31.5,4.0
2584.0,Other,44.0,Single,Mid,22.0,IT,Full-Time,2.0,4.0,2.4,1.0,1.0,5.4,Bike,2.0,7.0,11.0,0.0,Bachelor,False,41.0,4.0
2586.0,Male,34.0,Divorced,Senior,12.0,Finance,,5.0,5.0,0.0,5.0,1.0,6.6,Bike,9.0,4.0,23.0,2.0,Bachelor,False,46.0,4.0
2587.0,Female,29.0,Single,Junior,7.0,Finance,Full-Time,4.0,3.0,0.6,3.0,1.0,7.5,Car,24.0,2.0,5.0,0.0,Bachelor,False,23.5,4.0
2588.0,Female,44.0,Married,Senior,13.0,Finance,Full-Time,4.0,1.0,0.9,3.0,1.0,8.6,Public Transport,10.0,,20.0,3.0,Bachelor,False,46.5,4.0
2590.0,Female,28.0,Single,Junior,6.0,Customer Service,Full-Time,1.0,5.0,2.0,2.0,1.0,7.0,Public Transport,20.0,2.0,5.0,0.0,Bachelor,False,23.0,4.0
2592.0,Male,29.0,Single,Junior,7.0,IT,Contract,3.0,1.0,1.9,2.0,2.0,6.7,Bike,7.0,2.0,8.0,0.0,Bachelor,False,23.5,4.0
2602.0,Male,23.0,Single,Intern/Fresher,1.0,Sales,Full-Time,3.0,3.0,1.8,4.0,1.0,6.7,Car,27.0,0.0,25.0,0.0,Bachelor,False,10.5,4.0
2604.0,Female,35.0,Married,Mid,13.0,Marketing,Full-Time,4.0,4.0,2.2,3.0,1.0,6.9,Car,17.0,4.0,10.0,0.0,Bachelor,False,36.5,4.0
2609.0,Male,23.0,Single,Intern/Fresher,1.0,Legal,Contract,1.0,5.0,3.2,3.0,1.0,6.5,Walk,2.0,0.0,25.0,0.0,Bachelor,False,10.5,4.0
2612.0,Other,39.0,Single,Senior,15.0,,Full-Time,5.0,1.0,2.1,4.0,1.0,5.8,Bike,6.0,5.0,20.0,6.0,Bachelor,False,47.5,4.0
2614.0,Male,34.0,Married,Senior,12.0,Customer Service,Contract,5.0,1.0,2.4,2.0,1.0,7.2,Car,20.0,4.0,19.0,3.0,Bachelor,False,46.0,4.0
2615.0,Male,36.0,Married,Mid,7.0,IT,Full-Time,5.0,2.0,1.1,4.0,1.0,6.7,Car,13.0,4.0,13.0,0.0,Bachelor,False,33.5,4.0
2618.0,Female,24.0,Single,Senior,2.0,Sales,Full-Time,4.0,4.0,2.9,5.0,1.0,7.0,Bike,9.0,0.0,15.0,3.0,Bachelor,True,41.0,4.0
2619.0,Female,25.0,Single,Junior,3.0,IT,Full-Time,2.0,5.0,1.3,1.0,1.0,5.1,Public Transport,9.0,1.0,8.0,0.0,Bachelor,False,21.5,4.0
2622.0,Male,36.0,Single,Mid,14.0,Operations,Full-Time,5.0,3.0,0.0,2.0,2.0,9.5,Motorbike,12.0,,13.0,0.0,Bachelor,True,37.0,4.0
2623.0,Male,22.0,Single,Intern/Fresher,0.0,IT,Part-Time,3.0,5.0,2.7,3.0,1.0,6.9,Car,8.0,0.0,22.0,0.0,Bachelor,True,10.0,4.0
2624.0,Female,40.0,Divorced,Mid,12.0,Operations,Part-Time,2.0,2.0,1.6,2.0,1.0,6.7,Car,28.0,6.0,14.0,0.0,Bachelor,False,36.0,4.0
2630.0,,37.0,Married,Mid,15.0,Marketing,,1.0,2.0,1.9,1.0,1.0,8.3,Car,19.0,5.0,14.0,0.0,Bachelor,False,37.5,4.0
2631.0,Female,24.0,Single,Junior,2.0,Finance,Full-Time,4.0,4.0,3.1,3.0,1.0,5.3,Public Transport,16.0,0.0,5.0,0.0,Bachelor,False,21.0,4.0
2632.0,Male,25.0,Single,Junior,3.0,Finance,Full-Time,5.0,2.0,3.3,5.0,2.0,6.8,Public Transport,19.0,1.0,6.0,0.0,Bachelor,False,21.5,4.0
2633.0,Male,41.0,Married,Mid,19.0,IT,Full-Time,5.0,2.0,0.0,1.0,1.0,6.9,Car,10.0,6.0,13.0,0.0,Bachelor,False,39.5,4.0
2636.0,Female,22.0,Single,Intern/Fresher,0.0,Sales,Part-Time,5.0,4.0,2.8,2.0,3.0,6.7,Public Transport,19.0,0.0,21.0,0.0,Bachelor,False,10.0,4.0
2637.0,Male,34.0,Married,Mid,1.0,Finance,Full-Time,3.0,3.0,2.0,2.0,1.0,8.8,Walk,1.0,4.0,13.0,0.0,Bachelor,False,30.5,4.0
2645.0,Female,33.0,Single,Mid,2.0,IT,Part-Time,5.0,4.0,3.1,2.0,4.0,5.3,Public Transport,15.0,3.0,11.0,0.0,Bachelor,True,31.0,4.0
2647.0,Female,23.0,Single,Intern/Fresher,1.0,IT,Full-Time,2.0,,3.6,3.0,1.0,7.7,Walk,1.0,0.0,30.0,0.0,Bachelor,False,10.5,4.0
2649.0,Male,28.0,,Junior,6.0,IT,Full-Time,4.0,5.0,0.2,2.0,4.0,7.6,Public Transport,10.0,2.0,10.0,0.0,Bachelor,True,23.0,4.0
2650.0,Female,26.0,Single,Junior,4.0,Operations,Full-Time,1.0,5.0,2.7,4.0,1.0,8.2,Car,8.0,1.0,7.0,0.0,Bachelor,False,22.0,4.0
2651.0,Other,36.0,Single,Senior,14.0,Operations,Part-Time,3.0,5.0,4.0,3.0,1.0,5.3,Bike,8.0,4.0,16.0,9.0,Bachelor,False,47.0,4.0
2654.0,Other,42.0,Single,Mid,1.0,IT,Full-Time,5.0,4.0,2.8,1.0,2.0,6.6,Public Transport,5.0,6.0,13.0,0.0,Bachelor,True,30.5,4.0
2655.0,Male,22.0,Single,Intern/Fresher,0.0,IT,Full-Time,5.0,4.0,2.5,2.0,1.0,7.3,Public Transport,17.0,0.0,26.0,0.0,Bachelor,True,10.0,4.0
2657.0,Female,22.0,Single,Intern/Fresher,0.0,Sales,Full-Time,3.0,2.0,1.7,2.0,1.0,8.8,Car,27.0,0.0,20.0,0.0,Bachelor,False,10.0,4.0
2658.0,Male,23.0,Single,Intern/Fresher,1.0,Marketing,Full-Time,4.0,3.0,2.2,2.0,4.0,6.7,Car,6.0,0.0,29.0,0.0,Bachelor,False,10.5,4.0
2660.0,Female,40.0,Married,Mid,15.0,,Full-Time,4.0,,0.8,3.0,1.0,7.0,Motorbike,14.0,6.0,10.0,,Bachelor,False,37.5,4.0
2662.0,Female,22.0,Single,Junior,0.0,Finance,Part-Time,3.0,2.0,0.0,1.0,1.0,6.1,Public Transport,29.0,0.0,6.0,0.0,Bachelor,True,20.0,4.0
2665.0,Other,49.0,Single,Senior,24.0,Finance,Full-Time,2.0,3.0,1.3,1.0,5.0,7.2,Car,5.0,9.0,16.0,2.0,Bachelor,False,52.0,4.0
2667.0,Female,26.0,Single,Junior,4.0,Legal,Contract,1.0,1.0,1.0,2.0,1.0,9.1,Public Transport,17.0,1.0,6.0,0.0,Bachelor,False,22.0,4.0
2672.0,Female,24.0,Single,Mid,2.0,Marketing,Full-Time,5.0,4.0,1.8,5.0,1.0,7.9,Car,6.0,0.0,13.0,0.0,Bachelor,False,31.0,
2673.0,Male,23.0,Single,Junior,1.0,IT,Full-Time,1.0,5.0,2.5,3.0,1.0,8.1,Car,18.0,0.0,9.0,0.0,Bachelor,True,20.5,4.0
2674.0,Female,25.0,,Junior,3.0,Legal,Full-Time,2.0,5.0,0.5,2.0,1.0,8.0,Public Transport,13.0,1.0,7.0,0.0,Bachelor,True,21.5,4.0
2677.0,Male,22.0,Single,Intern/Fresher,0.0,IT,Full-Time,3.0,4.0,2.5,4.0,2.0,7.4,Public Transport,8.0,0.0,30.0,0.0,Bachelor,True,10.0,4.0
2680.0,Other,47.0,Single,Senior,25.0,Finance,Full-Time,1.0,5.0,1.2,3.0,1.0,5.9,Public Transport,28.0,8.0,15.0,6.0,Bachelor,False,52.5,4.0
2683.0,Male,24.0,Single,Junior,2.0,Finance,Full-Time,5.0,2.0,3.9,2.0,1.0,7.1,Car,10.0,0.0,8.0,0.0,Bachelor,False,21.0,4.0
2684.0,Other,36.0,Single,Mid,5.0,Finance,Full-Time,3.0,3.0,0.7,2.0,1.0,8.6,Car,14.0,4.0,13.0,0.0,Bachelor,False,32.5,4.0
2685.0,,30.0,Single,Senior,8.0,Finance,Full-Time,1.0,1.0,3.2,1.0,1.0,8.1,Motorbike,13.0,2.0,16.0,6.0,Bachelor,False,44.0,4.0
2694.0,Male,24.0,Single,Mid,2.0,IT,Full-Time,5.0,5.0,2.9,3.0,3.0,9.2,,14.0,0.0,13.0,0.0,Bachelor,True,31.0,4.0
2697.0,Female,23.0,Single,Intern/Fresher,1.0,Marketing,Full-Time,3.0,1.0,1.6,3.0,1.0,7.3,Motorbike,10.0,0.0,24.0,0.0,Bachelor,False,10.5,4.0
2699.0,Female,39.0,Single,Senior,17.0,Finance,Part-Time,4.0,4.0,0.3,5.0,2.0,6.0,Car,27.0,5.0,19.0,3.0,Bachelor,False,48.5,4.0
2700.0,Male,26.0,Single,Junior,4.0,IT,Contract,3.0,1.0,3.6,1.0,1.0,5.8,Car,10.0,1.0,6.0,0.0,Bachelor,False,22.0,4.0
2701.0,Female,30.0,Married,Senior,8.0,Customer Service,Full-Time,5.0,3.0,2.5,2.0,5.0,7.9,Motorbike,16.0,2.0,18.0,4.0,Bachelor,False,44.0,4.0
2703.0,Female,24.0,Single,Junior,2.0,Sales,Full-Time,5.0,4.0,3.5,3.0,2.0,6.5,Motorbike,22.0,0.0,7.0,0.0,Bachelor,False,21.0,4.0
2704.0,Male,45.0,Married,Senior,23.0,Finance,Part-Time,3.0,3.0,2.2,4.0,1.0,7.6,Bike,6.0,7.0,25.0,3.0,Bachelor,False,51.5,4.0
2705.0,Male,36.0,Married,Mid,14.0,IT,Full-Time,4.0,3.0,1.8,4.0,1.0,9.1,Car,20.0,4.0,15.0,0.0,,True,37.0,4.0
2707.0,Other,44.0,Single,Senior,22.0,HR,Contract,3.0,2.0,1.6,4.0,1.0,7.3,Motorbike,4.0,7.0,24.0,9.0,Bachelor,False,51.0,4.0
2713.0,,30.0,Single,Mid,8.0,HR,Full-Time,3.0,3.0,3.3,2.0,1.0,8.5,Public Transport,17.0,2.0,10.0,0.0,Bachelor,False,34.0,4.0
2716.0,Female,27.0,Single,Junior,5.0,Operations,Full-Time,1.0,3.0,1.8,1.0,1.0,5.7,Public Transport,12.0,1.0,7.0,0.0,Bachelor,False,22.5,4.0
2718.0,Male,33.0,Divorced,Mid,1.0,IT,Part-Time,4.0,2.0,1.8,3.0,1.0,6.9,Car,28.0,3.0,13.0,0.0,Bachelor,True,30.5,4.0
2719.0,Male,24.0,Single,Mid,1.0,IT,Full-Time,3.0,3.0,1.8,4.0,2.0,7.3,Car,13.0,0.0,15.0,0.0,Bachelor,False,30.5,4.0
2722.0,Male,24.0,Single,Mid,2.0,Finance,Full-Time,1.0,5.0,2.0,2.0,1.0,8.9,Car,24.0,0.0,12.0,0.0,Bachelor,False,31.0,4.0
2728.0,Male,27.0,Single,Junior,5.0,Marketing,,5.0,1.0,1.8,5.0,1.0,7.4,Bike,5.0,1.0,8.0,0.0,Bachelor,False,22.5,4.0
2734.0,Male,52.0,,Senior,29.0,Marketing,Full-Time,5.0,3.0,2.4,4.0,1.0,6.7,Bike,4.0,10.0,18.0,6.0,Bachelor,False,54.5,4.0
2735.0,Male,29.0,Single,Junior,1.0,Finance,Full-Time,5.0,1.0,2.1,2.0,1.0,6.7,Bike,7.0,2.0,5.0,0.0,Bachelor,False,20.5,4.0
2740.0,Male,58.0,Married,Senior,7.0,Sales,Full-Time,4.0,4.0,3.4,2.0,3.0,6.4,Car,13.0,12.0,21.0,,Bachelor,False,43.5,4.0
2741.0,Female,25.0,Married,Junior,3.0,Finance,Full-Time,4.0,1.0,2.2,3.0,1.0,5.8,Bike,4.0,1.0,5.0,0.0,Bachelor,False,21.5,4.0
2745.0,Male,24.0,Single,Senior,2.0,IT,Full-Time,5.0,1.0,1.8,2.0,1.0,7.7,Bike,6.0,0.0,17.0,7.0,Bachelor,True,41.0,4.0
2749.0,Male,27.0,Single,Junior,5.0,HR,Full-Time,2.0,5.0,1.4,2.0,4.0,8.9,Car,17.0,1.0,9.0,0.0,Bachelor,True,22.5,4.0
2750.0,Female,25.0,Married,Junior,3.0,Finance,Full-Time,3.0,5.0,0.2,2.0,1.0,6.6,Public Transport,7.0,1.0,10.0,0.0,Bachelor,False,21.5,4.0
2756.0,Male,40.0,Married,Mid,18.0,IT,Part-Time,5.0,5.0,2.6,5.0,3.0,6.3,Public Transport,9.0,6.0,14.0,0.0,Bachelor,False,39.0,4.0
2757.0,Male,34.0,Single,Senior,12.0,HR,Full-Time,3.0,4.0,3.7,2.0,1.0,6.3,Public Transport,16.0,4.0,17.0,3.0,Bachelor,False,46.0,4.0
2763.0,Male,26.0,Single,Junior,1.0,Finance,Part-Time,5.0,1.0,,4.0,1.0,7.0,Public Transport,15.0,1.0,7.0,0.0,Bachelor,False,20.5,4.0
2765.0,Female,36.0,Married,Mid,3.0,Marketing,Full-Time,5.0,1.0,2.4,3.0,1.0,9.1,Public Transport,21.0,4.0,10.0,0.0,Bachelor,False,31.5,4.0
2766.0,Female,26.0,Single,Senior,4.0,HR,Part-Time,2.0,4.0,1.1,5.0,1.0,7.6,Car,19.0,1.0,21.0,8.0,Bachelor,False,42.0,4.0
2767.0,Female,24.0,Single,Junior,2.0,Sales,Full-Time,3.0,1.0,2.7,4.0,1.0,8.0,Bike,9.0,0.0,10.0,0.0,Bachelor,False,21.0,4.0
2979.0,Male,27.0,Single,Mid,5.0,IT,Part-Time,4.0,2.0,1.7,2.0,4.0,7.7,Bike,1.0,1.0,10.0,0.0,Bachelor,True,32.5,4.0
2990.0,Female,32.0,Single,Senior,10.0,Marketing,Full-Time,1.0,1.0,2.9,3.0,1.0,8.2,Car,17.0,3.0,18.0,3.0,Bachelor,True,45.0,4.0
2991.0,Female,39.0,Married,Mid,17.0,Operations,Full-Time,2.0,2.0,1.5,4.0,3.0,7.7,Car,28.0,5.0,13.0,0.0,Bachelor,False,38.5,4.0
349.0,Male,25.0,Single,Junior,3.0,Finance,Part-Time,1.0,1.0,4.1,5.0,1.0,7.4,Public Transport,7.0,1.0,8.0,0.0,Bachelor,False,21.5,3.0
353.0,Male,30.0,Married,Mid,8.0,IT,Full-Time,3.0,2.0,0.6,3.0,2.0,7.1,Public Transport,18.0,2.0,10.0,0.0,Bachelor,True,34.0,3.0
360.0,Female,45.0,Married,Senior,11.0,Marketing,Part-Time,3.0,3.0,3.4,5.0,3.0,7.8,Public Transport,27.0,7.0,21.0,1.0,Bachelor,True,45.5,3.0
388.0,Male,22.0,Single,Intern/Fresher,0.0,IT,Full-Time,1.0,3.0,3.4,1.0,1.0,5.7,Motorbike,10.0,0.0,28.0,0.0,Bachelor,True,10.0,3.0
390.0,Male,26.0,Single,Junior,4.0,Legal,Full-Time,3.0,1.0,1.2,4.0,1.0,8.1,Public Transport,26.0,1.0,8.0,0.0,Bachelor,True,22.0,3.0
413.0,Male,31.0,Married,Mid,9.0,IT,Full-Time,1.0,1.0,2.4,3.0,4.0,6.8,Walk,1.0,3.0,14.0,0.0,Bachelor,True,34.5,3.0
419.0,Male,24.0,Single,Junior,2.0,Finance,Full-Time,1.0,5.0,3.5,1.0,4.0,6.4,Public Transport,6.0,0.0,5.0,0.0,Bachelor,True,21.0,3.0
428.0,Male,23.0,Single,Junior,1.0,Customer Service,Part-Time,3.0,1.0,2.7,5.0,1.0,7.3,,18.0,0.0,9.0,0.0,Bachelor,False,20.5,3.0
429.0,Male,40.0,Divorced,Mid,17.0,Customer Service,Full-Time,1.0,5.0,3.9,5.0,1.0,5.2,Public Transport,12.0,6.0,12.0,0.0,Bachelor,False,38.5,3.0
436.0,Other,23.0,Single,Intern/Fresher,1.0,Finance,Part-Time,1.0,2.0,1.8,4.0,1.0,7.6,Public Transport,13.0,0.0,27.0,0.0,Bachelor,False,10.5,3.0
442.0,Male,32.0,Married,Mid,2.0,Finance,Full-Time,5.0,2.0,2.6,5.0,4.0,6.6,Car,28.0,3.0,13.0,0.0,Bachelor,False,31.0,3.0
446.0,Male,25.0,Single,Junior,3.0,IT,Full-Time,3.0,2.0,1.1,2.0,2.0,6.7,Car,13.0,1.0,8.0,0.0,Bachelor,True,21.5,3.0
456.0,Male,26.0,Single,Senior,4.0,IT,Full-Time,2.0,5.0,2.9,4.0,1.0,5.6,Car,13.0,1.0,22.0,3.0,Bachelor,True,42.0,3.0
458.0,Male,25.0,Single,Junior,3.0,Operations,Full-Time,3.0,5.0,1.5,5.0,5.0,7.9,Car,12.0,1.0,10.0,0.0,Bachelor,True,21.5,3.0
460.0,Male,31.0,Married,Mid,9.0,IT,Full-Time,1.0,2.0,0.0,4.0,5.0,6.2,,9.0,3.0,14.0,0.0,Bachelor,True,34.5,3.0
480.0,Male,25.0,Single,Senior,3.0,IT,Part-Time,2.0,1.0,2.8,3.0,1.0,7.2,Bike,6.0,1.0,23.0,1.0,Bachelor,True,41.5,3.0
481.0,Female,25.0,Single,Junior,3.0,Finance,Part-Time,3.0,1.0,1.6,5.0,2.0,7.7,Car,20.0,1.0,8.0,0.0,Bachelor,False,21.5,3.0
486.0,Male,27.0,Single,Junior,5.0,IT,Contract,1.0,,1.5,5.0,1.0,6.9,Bike,2.0,1.0,10.0,0.0,Bachelor,True,22.5,3.0
504.0,Female,28.0,Single,Junior,6.0,Operations,Part-Time,1.0,3.0,2.0,2.0,3.0,4.9,Public Transport,10.0,2.0,7.0,0.0,Bachelor,False,23.0,3.0
513.0,Male,24.0,Single,Junior,2.0,IT,Full-Time,1.0,2.0,2.1,3.0,3.0,6.6,Public Transport,21.0,0.0,6.0,0.0,Bachelor,True,21.0,3.0
517.0,Female,25.0,Single,Junior,3.0,Finance,Full-Time,4.0,2.0,0.0,4.0,4.0,7.7,Public Transport,21.0,1.0,6.0,0.0,Bachelor,False,21.5,3.0
536.0,Male,35.0,Single,Senior,13.0,Legal,Full-Time,1.0,3.0,2.0,5.0,1.0,6.7,Car,10.0,4.0,23.0,5.0,Bachelor,False,46.5,3.0
537.0,Male,24.0,Married,Mid,2.0,IT,Part-Time,1.0,2.0,1.6,4.0,1.0,6.6,Public Transport,20.0,0.0,14.0,0.0,Bachelor,True,31.0,3.0
542.0,Female,34.0,Married,Senior,2.0,Finance,Part-Time,2.0,1.0,1.7,2.0,4.0,6.6,Bike,5.0,4.0,21.0,2.0,Bachelor,False,41.0,3.0
554.0,Female,40.0,Married,Senior,12.0,IT,Full-Time,1.0,2.0,3.1,3.0,1.0,7.2,Motorbike,13.0,6.0,19.0,8.0,Bachelor,True,46.0,3.0
555.0,Male,26.0,Single,Junior,4.0,Sales,Contract,2.0,2.0,3.0,5.0,3.0,8.5,Motorbike,11.0,1.0,10.0,0.0,Bachelor,False,22.0,3.0
556.0,Female,27.0,Single,Junior,5.0,Sales,Part-Time,4.0,2.0,3.2,5.0,2.0,6.0,Motorbike,8.0,1.0,9.0,0.0,Bachelor,False,22.5,3.0
558.0,Female,25.0,Married,Junior,3.0,Finance,Full-Time,1.0,2.0,2.2,5.0,1.0,6.1,Car,12.0,1.0,8.0,0.0,Bachelor,False,21.5,3.0
572.0,Female,43.0,Married,Senior,5.0,IT,Full-Time,1.0,3.0,3.2,5.0,4.0,6.6,Car,14.0,7.0,21.0,5.0,Bachelor,True,42.5,
585.0,Female,26.0,Single,Junior,4.0,HR,Contract,,3.0,2.0,3.0,2.0,5.7,Walk,1.0,1.0,5.0,0.0,Bachelor,False,22.0,3.0
590.0,Female,45.0,,Mid,9.0,IT,Full-Time,2.0,4.0,1.2,5.0,3.0,8.3,Car,18.0,7.0,12.0,0.0,Bachelor,True,34.5,3.0
